state,region,lga,quarter,property_type,count,median_rent
VIC,Loddon Mallee,Greater Bendigo,Sep 2001,All Properties,535,150
VIC,Loddon Mallee,Greater Bendigo,Dec 2001,All Properties,600,150
VIC,Loddon Mallee,Greater Bendigo,Mar 2002,All Properties,715,150
VIC,Loddon Mallee,Greater Bendigo,Jun 2002,All Properties,536,155
VIC,Loddon Mallee,Greater Bendigo,Sep 2002,All Properties,554,155
VIC,Loddon Mallee,Greater Bendigo,Dec 2002,All Properties,591,165
VIC,Loddon Mallee,Greater Bendigo,Mar 2003,All Properties,782,165
VIC,Loddon Mallee,Greater Bendigo,Jun 2003,All Properties,584,170
VIC,Loddon Mallee,Greater Bendigo,Sep 2003,All Properties,641,170
VIC,Loddon Mallee,Greater Bendigo,Dec 2003,All Properties,684,175
VIC,Loddon Mallee,Greater Bendigo,Mar 2004,All Properties,838,175
VIC,Loddon Mallee,Greater Bendigo,Jun 2004,All Properties,527,180
VIC,Loddon Mallee,Greater Bendigo,Sep 2004,All Properties,675,180
VIC,Loddon Mallee,Greater Bendigo,Dec 2004,All Properties,696,180
VIC,Loddon Mallee,Greater Bendigo,Mar 2005,All Properties,823,185
VIC,Loddon Mallee,Greater Bendigo,Jun 2005,All Properties,679,180
VIC,Loddon Mallee,Greater Bendigo,Sep 2005,All Properties,682,185
VIC,Loddon Mallee,Greater Bendigo,Dec 2005,All Properties,713,190
VIC,Loddon Mallee,Greater Bendigo,Mar 2006,All Properties,861,190
VIC,Loddon Mallee,Greater Bendigo,Jun 2006,All Properties,661,190
VIC,Loddon Mallee,Greater Bendigo,Sep 2006,All Properties,703,200
VIC,Loddon Mallee,Greater Bendigo,Dec 2006,All Properties,687,200
VIC,Loddon Mallee,Greater Bendigo,Mar 2007,All Properties,904,200
VIC,Loddon Mallee,Greater Bendigo,Jun 2007,All Properties,686,200
VIC,Loddon Mallee,Greater Bendigo,Sep 2007,All Properties,734,210
VIC,Loddon Mallee,Greater Bendigo,Dec 2007,All Properties,705,200
VIC,Loddon Mallee,Greater Bendigo,Mar 2008,All Properties,973,210
VIC,Loddon Mallee,Greater Bendigo,Jun 2008,All Properties,812,215
VIC,Loddon Mallee,Greater Bendigo,Sep 2008,All Properties,776,210
VIC,Loddon Mallee,Greater Bendigo,Dec 2008,All Properties,799,220
VIC,Loddon Mallee,Greater Bendigo,Mar 2009,All Properties,859,220
VIC,Loddon Mallee,Greater Bendigo,Jun 2009,All Properties,700,220
VIC,Loddon Mallee,Greater Bendigo,Sep 2009,All Properties,697,230
VIC,Loddon Mallee,Greater Bendigo,Dec 2009,All Properties,728,230
VIC,Loddon Mallee,Greater Bendigo,Mar 2010,All Properties,827,240
VIC,Loddon Mallee,Greater Bendigo,Jun 2010,All Properties,685,240
VIC,Loddon Mallee,Greater Bendigo,Sep 2010,All Properties,740,250
VIC,Loddon Mallee,Greater Bendigo,Dec 2010,All Properties,752,250
VIC,Loddon Mallee,Greater Bendigo,Mar 2011,All Properties,866,250
VIC,Loddon Mallee,Greater Bendigo,Jun 2011,All Properties,677,260
VIC,Loddon Mallee,Greater Bendigo,Sep 2011,All Properties,752,268
VIC,Loddon Mallee,Greater Bendigo,Dec 2011,All Properties,801,270
VIC,Loddon Mallee,Greater Bendigo,Mar 2012,All Properties,909,270
VIC,Loddon Mallee,Greater Bendigo,Jun 2012,All Properties,775,280
VIC,Loddon Mallee,Greater Bendigo,Sep 2012,All Properties,851,280
VIC,Loddon Mallee,Greater Bendigo,Dec 2012,All Properties,883,280
VIC,Loddon Mallee,Greater Bendigo,Mar 2013,All Properties,1011,280
VIC,Loddon Mallee,Greater Bendigo,Jun 2013,All Properties,926,275
VIC,Loddon Mallee,Greater Bendigo,Sep 2013,All Properties,1008,280
VIC,Loddon Mallee,Greater Bendigo,Dec 2013,All Properties,981,280
VIC,Loddon Mallee,Greater Bendigo,Mar 2014,All Properties,1085,280
VIC,Loddon Mallee,Greater Bendigo,Jun 2014,All Properties,943,280
VIC,Loddon Mallee,Greater Bendigo,Sep 2014,All Properties,982,280
VIC,Loddon Mallee,Greater Bendigo,Dec 2014,All Properties,1015,280
VIC,Loddon Mallee,Greater Bendigo,Mar 2015,All Properties,1110,287
VIC,Loddon Mallee,Greater Bendigo,Jun 2015,All Properties,979,280
VIC,Loddon Mallee,Greater Bendigo,Sep 2015,All Properties,1064,270
VIC,Loddon Mallee,Greater Bendigo,Dec 2015,All Properties,1008,280
VIC,Loddon Mallee,Greater Bendigo,Mar 2016,All Properties,1097,280
VIC,Loddon Mallee,Greater Bendigo,Jun 2016,All Properties,980,280
VIC,Loddon Mallee,Greater Bendigo,Sep 2016,All Properties,1049,280
VIC,Loddon Mallee,Greater Bendigo,Dec 2016,All Properties,973,288
VIC,Loddon Mallee,Greater Bendigo,Mar 2017,All Properties,1109,285
VIC,Loddon Mallee,Greater Bendigo,Jun 2017,All Properties,898,285
VIC,Loddon Mallee,Greater Bendigo,Sep 2017,All Properties,921,290
VIC,Loddon Mallee,Greater Bendigo,Dec 2017,All Properties,912,290
VIC,Loddon Mallee,Greater Bendigo,Mar 2018,All Properties,985,300
VIC,Loddon Mallee,Greater Bendigo,Jun 2018,All Properties,872,300
VIC,Loddon Mallee,Greater Bendigo,Sep 2018,All Properties,895,300
VIC,Loddon Mallee,Greater Bendigo,Dec 2018,All Properties,800,300
VIC,Loddon Mallee,Greater Bendigo,Mar 2019,All Properties,870,310
VIC,Loddon Mallee,Greater Bendigo,Jun 2019,All Properties,815,300
VIC,Loddon Mallee,Greater Bendigo,Sep 2019,All Properties,799,320
VIC,Loddon Mallee,Greater Bendigo,Dec 2019,All Properties,806,320
VIC,Loddon Mallee,Greater Bendigo,Mar 2020,All Properties,903,330
VIC,Loddon Mallee,Greater Bendigo,Jun 2020,All Properties,751,325
VIC,Loddon Mallee,Greater Bendigo,Sep 2020,All Properties,748,330
VIC,Loddon Mallee,Greater Bendigo,Dec 2020,All Properties,708,350
VIC,Loddon Mallee,Greater Bendigo,Mar 2021,All Properties,777,350
VIC,Loddon Mallee,Greater Bendigo,Jun 2021,All Properties,669,370
VIC,Loddon Mallee,Greater Bendigo,Sep 2021,All Properties,703,375
VIC,Loddon Mallee,Greater Bendigo,Dec 2021,All Properties,729,380
VIC,Loddon Mallee,Greater Bendigo,Mar 2022,All Properties,762,390
VIC,Loddon Mallee,Greater Bendigo,Jun 2022,All Properties,709,390
VIC,Loddon Mallee,Greater Bendigo,Sep 2022,All Properties,774,400
VIC,Loddon Mallee,Greater Bendigo,Dec 2022,All Properties,701,410
VIC,Loddon Mallee,Greater Bendigo,Mar 2023,All Properties,773,420
VIC,Loddon Mallee,Greater Bendigo,Jun 2023,All Properties,717,420
VIC,Loddon Mallee,Greater Bendigo,Sep 2023,All Properties,709,430
VIC,Loddon Mallee,Greater Bendigo,Dec 2023,All Properties,681,440
VIC,Loddon Mallee,Greater Bendigo,Mar 2024,All Properties,739,450
VIC,Loddon Mallee,Greater Bendigo,Jun 2024,All Properties,676,450
VIC,Loddon Mallee,Greater Bendigo,Sep 2024,All Properties,676,460
VIC,Loddon Mallee,Greater Bendigo,Dec 2024,All Properties,677,475
VIC,Loddon Mallee,Greater Bendigo,Mar 2025,All Properties,696,470
VIC,Loddon Mallee,Greater Bendigo,Jun 2025,All Properties,704,480
VIC,Loddon Mallee,Greater Bendigo,Sep 2025,All Properties,686,493
VIC,Loddon Mallee,Loddon,Jun 1999,All Properties,15,85
VIC,Loddon Mallee,Loddon,Sep 1999,All Properties,13,85
VIC,Loddon Mallee,Loddon,Dec 1999,All Properties,17,100
VIC,Loddon Mallee,Loddon,Mar 2000,All Properties,9,100
VIC,Loddon Mallee,Loddon,Jun 2000,All Properties,12,88
VIC,Loddon Mallee,Loddon,Sep 2000,All Properties,12,98
VIC,Loddon Mallee,Loddon,Dec 2000,All Properties,11,95
VIC,Loddon Mallee,Loddon,Mar 2001,All Properties,15,92
VIC,Loddon Mallee,Loddon,Jun 2001,All Properties,13,90
VIC,Loddon Mallee,Loddon,Sep 2001,All Properties,8,93
VIC,Loddon Mallee,Loddon,Dec 2001,All Properties,9,100
VIC,Loddon Mallee,Loddon,Mar 2002,All Properties,15,100
VIC,Loddon Mallee,Loddon,Jun 2002,All Properties,10,98
VIC,Loddon Mallee,Loddon,Sep 2002,All Properties,11,100
VIC,Loddon Mallee,Loddon,Dec 2002,All Properties,11,100
VIC,Loddon Mallee,Loddon,Mar 2003,All Properties,16,110
VIC,Loddon Mallee,Loddon,Jun 2003,All Properties,18,111
VIC,Loddon Mallee,Loddon,Sep 2003,All Properties,9,100
VIC,Loddon Mallee,Loddon,Dec 2003,All Properties,13,105
VIC,Loddon Mallee,Loddon,Mar 2004,All Properties,15,120
VIC,Loddon Mallee,Loddon,Jun 2004,All Properties,11,120
VIC,Loddon Mallee,Loddon,Sep 2004,All Properties,15,125
VIC,Loddon Mallee,Loddon,Dec 2004,All Properties,16,118
VIC,Loddon Mallee,Loddon,Mar 2005,All Properties,21,125
VIC,Loddon Mallee,Loddon,Jun 2005,All Properties,14,118
VIC,Loddon Mallee,Loddon,Sep 2005,All Properties,10,118
VIC,Loddon Mallee,Loddon,Dec 2005,All Properties,15,115
VIC,Loddon Mallee,Loddon,Mar 2006,All Properties,16,129
VIC,Loddon Mallee,Loddon,Jun 2006,All Properties,15,138
VIC,Loddon Mallee,Loddon,Sep 2006,All Properties,16,125
VIC,Loddon Mallee,Loddon,Dec 2006,All Properties,12,120
VIC,Loddon Mallee,Loddon,Mar 2007,All Properties,15,130
VIC,Loddon Mallee,Loddon,Jun 2007,All Properties,17,140
VIC,Loddon Mallee,Loddon,Sep 2007,All Properties,11,120
VIC,Loddon Mallee,Loddon,Dec 2007,All Properties,16,145
VIC,Loddon Mallee,Loddon,Mar 2008,All Properties,9,125
VIC,Loddon Mallee,Loddon,Jun 2008,All Properties,14,140
VIC,Loddon Mallee,Loddon,Sep 2008,All Properties,14,135
VIC,Loddon Mallee,Loddon,Dec 2008,All Properties,13,150
VIC,Loddon Mallee,Loddon,Mar 2009,All Properties,17,140
VIC,Loddon Mallee,Loddon,Jun 2009,All Properties,12,150
VIC,Loddon Mallee,Loddon,Sep 2009,All Properties,17,150
VIC,Loddon Mallee,Loddon,Dec 2009,All Properties,17,130
VIC,Loddon Mallee,Loddon,Mar 2010,All Properties,12,150
VIC,Loddon Mallee,Loddon,Jun 2010,All Properties,16,147
VIC,Loddon Mallee,Loddon,Sep 2010,All Properties,14,155
VIC,Loddon Mallee,Loddon,Dec 2010,All Properties,12,160
VIC,Loddon Mallee,Loddon,Mar 2011,All Properties,11,170
VIC,Loddon Mallee,Loddon,Jun 2011,All Properties,8,165
VIC,Loddon Mallee,Loddon,Sep 2011,All Properties,19,160
VIC,Loddon Mallee,Loddon,Dec 2011,All Properties,12,158
VIC,Loddon Mallee,Loddon,Mar 2012,All Properties,18,173
VIC,Loddon Mallee,Loddon,Jun 2012,All Properties,12,173
VIC,Loddon Mallee,Loddon,Sep 2012,All Properties,14,163
VIC,Loddon Mallee,Loddon,Dec 2012,All Properties,13,180
VIC,Loddon Mallee,Loddon,Mar 2013,All Properties,16,178
VIC,Loddon Mallee,Loddon,Jun 2013,All Properties,18,178
VIC,Loddon Mallee,Loddon,Sep 2013,All Properties,14,193
VIC,Loddon Mallee,Loddon,Dec 2013,All Properties,11,160
VIC,Loddon Mallee,Loddon,Mar 2014,All Properties,20,180
VIC,Loddon Mallee,Loddon,Jun 2014,All Properties,9,180
VIC,Loddon Mallee,Loddon,Sep 2014,All Properties,14,175
VIC,Loddon Mallee,Loddon,Dec 2014,All Properties,15,200
VIC,Loddon Mallee,Loddon,Mar 2015,All Properties,14,170
VIC,Loddon Mallee,Loddon,Jun 2015,All Properties,14,180
VIC,Loddon Mallee,Loddon,Sep 2015,All Properties,11,190
VIC,Loddon Mallee,Loddon,Dec 2015,All Properties,19,200
VIC,Loddon Mallee,Loddon,Mar 2016,All Properties,17,190
VIC,Loddon Mallee,Loddon,Jun 2016,All Properties,17,185
VIC,Loddon Mallee,Loddon,Sep 2016,All Properties,14,198
VIC,Loddon Mallee,Loddon,Dec 2016,All Properties,5,175
VIC,Loddon Mallee,Loddon,Mar 2017,All Properties,14,195
VIC,Loddon Mallee,Loddon,Jun 2017,All Properties,18,200
VIC,Loddon Mallee,Loddon,Sep 2017,All Properties,11,190
VIC,Loddon Mallee,Loddon,Dec 2017,All Properties,12,185
VIC,Loddon Mallee,Loddon,Mar 2018,All Properties,16,220
VIC,Loddon Mallee,Loddon,Jun 2018,All Properties,14,200
VIC,Loddon Mallee,Loddon,Sep 2018,All Properties,14,235
VIC,Loddon Mallee,Loddon,Dec 2018,All Properties,10,206
VIC,Loddon Mallee,Loddon,Mar 2019,All Properties,18,205
VIC,Loddon Mallee,Loddon,Jun 2019,All Properties,14,200
VIC,Loddon Mallee,Loddon,Sep 2019,All Properties,9,230
VIC,Loddon Mallee,Loddon,Dec 2019,All Properties,13,230
VIC,Loddon Mallee,Loddon,Mar 2020,All Properties,16,215
VIC,Loddon Mallee,Loddon,Jun 2020,All Properties,13,210
VIC,Loddon Mallee,Loddon,Sep 2020,All Properties,12,260
VIC,Loddon Mallee,Loddon,Dec 2020,All Properties,11,240
VIC,Loddon Mallee,Loddon,Mar 2021,All Properties,6,218
VIC,Loddon Mallee,Loddon,Jun 2021,All Properties,6,215
VIC,Loddon Mallee,Loddon,Sep 2021,All Properties,10,235
VIC,Loddon Mallee,Loddon,Dec 2021,All Properties,11,270
VIC,Loddon Mallee,Loddon,Jun 2022,All Properties,8,265
VIC,Loddon Mallee,Loddon,Sep 2022,All Properties,8,310
VIC,Loddon Mallee,Loddon,Dec 2022,All Properties,13,280
VIC,Loddon Mallee,Loddon,Mar 2023,All Properties,9,300
VIC,Loddon Mallee,Loddon,Jun 2023,All Properties,12,290
VIC,Loddon Mallee,Loddon,Sep 2023,All Properties,9,320
VIC,Loddon Mallee,Loddon,Dec 2023,All Properties,10,375
VIC,Loddon Mallee,Loddon,Mar 2024,All Properties,13,300
VIC,Loddon Mallee,Loddon,Sep 2024,All Properties,12,300
VIC,Loddon Mallee,Loddon,Dec 2024,All Properties,5,280
VIC,Loddon Mallee,Loddon,Mar 2025,All Properties,6,300
VIC,Loddon Mallee,Loddon,Jun 2025,All Properties,10,350
VIC,Loddon Mallee,Loddon,Sep 2025,All Properties,7,380
VIC,Loddon Mallee,Macedon Ranges,Jun 1999,All Properties,125,140
VIC,Loddon Mallee,Macedon Ranges,Sep 1999,All Properties,143,150
VIC,Loddon Mallee,Macedon Ranges,Dec 1999,All Properties,109,150
VIC,Loddon Mallee,Macedon Ranges,Mar 2000,All Properties,138,145
VIC,Loddon Mallee,Macedon Ranges,Jun 2000,All Properties,126,155
VIC,Loddon Mallee,Macedon Ranges,Sep 2000,All Properties,132,158
VIC,Loddon Mallee,Macedon Ranges,Dec 2000,All Properties,122,160
VIC,Loddon Mallee,Macedon Ranges,Mar 2001,All Properties,158,150
VIC,Loddon Mallee,Macedon Ranges,Jun 2001,All Properties,126,160
VIC,Loddon Mallee,Macedon Ranges,Sep 2001,All Properties,139,165
VIC,Loddon Mallee,Macedon Ranges,Dec 2001,All Properties,128,163
VIC,Loddon Mallee,Macedon Ranges,Mar 2002,All Properties,128,170
VIC,Loddon Mallee,Macedon Ranges,Jun 2002,All Properties,145,170
VIC,Loddon Mallee,Macedon Ranges,Sep 2002,All Properties,140,175
VIC,Loddon Mallee,Macedon Ranges,Dec 2002,All Properties,140,177
VIC,Loddon Mallee,Macedon Ranges,Mar 2003,All Properties,158,184
VIC,Loddon Mallee,Macedon Ranges,Jun 2003,All Properties,155,186
VIC,Loddon Mallee,Macedon Ranges,Sep 2003,All Properties,178,193
VIC,Loddon Mallee,Macedon Ranges,Dec 2003,All Properties,156,195
VIC,Loddon Mallee,Macedon Ranges,Mar 2004,All Properties,173,193
VIC,Loddon Mallee,Macedon Ranges,Jun 2004,All Properties,140,200
VIC,Loddon Mallee,Macedon Ranges,Sep 2004,All Properties,169,195
VIC,Loddon Mallee,Macedon Ranges,Dec 2004,All Properties,172,200
VIC,Loddon Mallee,Macedon Ranges,Mar 2005,All Properties,182,195
VIC,Loddon Mallee,Macedon Ranges,Jun 2005,All Properties,181,210
VIC,Loddon Mallee,Macedon Ranges,Sep 2005,All Properties,187,200
VIC,Loddon Mallee,Macedon Ranges,Dec 2005,All Properties,155,210
VIC,Loddon Mallee,Macedon Ranges,Mar 2006,All Properties,179,200
VIC,Loddon Mallee,Macedon Ranges,Jun 2006,All Properties,171,215
VIC,Loddon Mallee,Macedon Ranges,Sep 2006,All Properties,175,210
VIC,Loddon Mallee,Macedon Ranges,Dec 2006,All Properties,146,211
VIC,Loddon Mallee,Macedon Ranges,Mar 2007,All Properties,187,215
VIC,Loddon Mallee,Macedon Ranges,Jun 2007,All Properties,158,220
VIC,Loddon Mallee,Macedon Ranges,Sep 2007,All Properties,165,210
VIC,Loddon Mallee,Macedon Ranges,Dec 2007,All Properties,181,220
VIC,Loddon Mallee,Macedon Ranges,Mar 2008,All Properties,189,225
VIC,Loddon Mallee,Macedon Ranges,Jun 2008,All Properties,164,240
VIC,Loddon Mallee,Macedon Ranges,Sep 2008,All Properties,164,250
VIC,Loddon Mallee,Macedon Ranges,Dec 2008,All Properties,171,250
VIC,Loddon Mallee,Macedon Ranges,Mar 2009,All Properties,182,260
VIC,Loddon Mallee,Macedon Ranges,Jun 2009,All Properties,170,260
VIC,Loddon Mallee,Macedon Ranges,Sep 2009,All Properties,184,270
VIC,Loddon Mallee,Macedon Ranges,Dec 2009,All Properties,165,280
VIC,Loddon Mallee,Macedon Ranges,Mar 2010,All Properties,197,280
VIC,Loddon Mallee,Macedon Ranges,Jun 2010,All Properties,146,288
VIC,Loddon Mallee,Macedon Ranges,Sep 2010,All Properties,168,300
VIC,Loddon Mallee,Macedon Ranges,Dec 2010,All Properties,167,310
VIC,Loddon Mallee,Macedon Ranges,Mar 2011,All Properties,174,313
VIC,Loddon Mallee,Macedon Ranges,Jun 2011,All Properties,146,333
VIC,Loddon Mallee,Macedon Ranges,Sep 2011,All Properties,180,330
VIC,Loddon Mallee,Macedon Ranges,Dec 2011,All Properties,168,320
VIC,Loddon Mallee,Macedon Ranges,Mar 2012,All Properties,169,330
VIC,Loddon Mallee,Macedon Ranges,Jun 2012,All Properties,158,320
VIC,Loddon Mallee,Macedon Ranges,Sep 2012,All Properties,183,350
VIC,Loddon Mallee,Macedon Ranges,Dec 2012,All Properties,176,320
VIC,Loddon Mallee,Macedon Ranges,Mar 2013,All Properties,200,341
VIC,Loddon Mallee,Macedon Ranges,Jun 2013,All Properties,197,330
VIC,Loddon Mallee,Macedon Ranges,Sep 2013,All Properties,175,350
VIC,Loddon Mallee,Macedon Ranges,Dec 2013,All Properties,185,341
VIC,Loddon Mallee,Macedon Ranges,Mar 2014,All Properties,165,350
VIC,Loddon Mallee,Macedon Ranges,Jun 2014,All Properties,209,330
VIC,Loddon Mallee,Macedon Ranges,Sep 2014,All Properties,182,350
VIC,Loddon Mallee,Macedon Ranges,Dec 2014,All Properties,184,350
VIC,Loddon Mallee,Macedon Ranges,Mar 2015,All Properties,180,350
VIC,Loddon Mallee,Macedon Ranges,Jun 2015,All Properties,197,360
VIC,Loddon Mallee,Macedon Ranges,Sep 2015,All Properties,221,360
VIC,Loddon Mallee,Macedon Ranges,Dec 2015,All Properties,185,360
VIC,Loddon Mallee,Macedon Ranges,Mar 2016,All Properties,200,360
VIC,Loddon Mallee,Macedon Ranges,Jun 2016,All Properties,217,360
VIC,Loddon Mallee,Macedon Ranges,Sep 2016,All Properties,202,369
VIC,Loddon Mallee,Macedon Ranges,Dec 2016,All Properties,167,360
VIC,Loddon Mallee,Macedon Ranges,Mar 2017,All Properties,203,381
VIC,Loddon Mallee,Macedon Ranges,Jun 2017,All Properties,166,370
VIC,Loddon Mallee,Macedon Ranges,Sep 2017,All Properties,197,380
VIC,Loddon Mallee,Macedon Ranges,Dec 2017,All Properties,171,400
VIC,Loddon Mallee,Macedon Ranges,Mar 2018,All Properties,176,405
VIC,Loddon Mallee,Macedon Ranges,Jun 2018,All Properties,164,400
VIC,Loddon Mallee,Macedon Ranges,Sep 2018,All Properties,168,400
VIC,Loddon Mallee,Macedon Ranges,Dec 2018,All Properties,151,420
VIC,Loddon Mallee,Macedon Ranges,Mar 2019,All Properties,169,435
VIC,Loddon Mallee,Macedon Ranges,Jun 2019,All Properties,160,445
VIC,Loddon Mallee,Macedon Ranges,Sep 2019,All Properties,177,430
VIC,Loddon Mallee,Macedon Ranges,Dec 2019,All Properties,181,440
VIC,Loddon Mallee,Macedon Ranges,Mar 2020,All Properties,199,440
VIC,Loddon Mallee,Macedon Ranges,Jun 2020,All Properties,157,430
VIC,Loddon Mallee,Macedon Ranges,Sep 2020,All Properties,140,420
VIC,Loddon Mallee,Macedon Ranges,Dec 2020,All Properties,168,450
VIC,Loddon Mallee,Macedon Ranges,Mar 2021,All Properties,169,470
VIC,Loddon Mallee,Macedon Ranges,Jun 2021,All Properties,160,470
VIC,Loddon Mallee,Macedon Ranges,Sep 2021,All Properties,143,460
VIC,Loddon Mallee,Macedon Ranges,Dec 2021,All Properties,163,460
VIC,Loddon Mallee,Macedon Ranges,Mar 2022,All Properties,161,480
VIC,Loddon Mallee,Macedon Ranges,Jun 2022,All Properties,155,485
VIC,Loddon Mallee,Macedon Ranges,Sep 2022,All Properties,177,480
VIC,Loddon Mallee,Macedon Ranges,Dec 2022,All Properties,153,500
VIC,Loddon Mallee,Macedon Ranges,Mar 2023,All Properties,167,500
VIC,Loddon Mallee,Macedon Ranges,Jun 2023,All Properties,168,510
VIC,Loddon Mallee,Macedon Ranges,Sep 2023,All Properties,157,500
VIC,Loddon Mallee,Macedon Ranges,Dec 2023,All Properties,129,520
VIC,Loddon Mallee,Macedon Ranges,Mar 2024,All Properties,149,550
VIC,Loddon Mallee,Macedon Ranges,Jun 2024,All Properties,180,550
VIC,Loddon Mallee,Macedon Ranges,Sep 2024,All Properties,156,555
VIC,Loddon Mallee,Macedon Ranges,Dec 2024,All Properties,156,583
VIC,Loddon Mallee,Macedon Ranges,Mar 2025,All Properties,151,570
VIC,Loddon Mallee,Macedon Ranges,Jun 2025,All Properties,147,550
VIC,Loddon Mallee,Macedon Ranges,Sep 2025,All Properties,148,580
VIC,Loddon Mallee,Mildura,Jun 1999,All Properties,328,130
VIC,Loddon Mallee,Mildura,Sep 1999,All Properties,303,140
VIC,Loddon Mallee,Mildura,Dec 1999,All Properties,322,135
VIC,Loddon Mallee,Mildura,Mar 2000,All Properties,375,140
VIC,Loddon Mallee,Mildura,Jun 2000,All Properties,349,140
VIC,Loddon Mallee,Mildura,Sep 2000,All Properties,353,145
VIC,Loddon Mallee,Mildura,Dec 2000,All Properties,346,145
VIC,Loddon Mallee,Mildura,Mar 2001,All Properties,380,150
VIC,Loddon Mallee,Mildura,Jun 2001,All Properties,348,145
VIC,Loddon Mallee,Mildura,Sep 2001,All Properties,336,145
VIC,Loddon Mallee,Mildura,Dec 2001,All Properties,360,150
VIC,Loddon Mallee,Mildura,Mar 2002,All Properties,384,150
VIC,Loddon Mallee,Mildura,Jun 2002,All Properties,346,155
VIC,Loddon Mallee,Mildura,Sep 2002,All Properties,338,151
VIC,Loddon Mallee,Mildura,Dec 2002,All Properties,346,160
VIC,Loddon Mallee,Mildura,Mar 2003,All Properties,389,160
VIC,Loddon Mallee,Mildura,Jun 2003,All Properties,381,160
VIC,Loddon Mallee,Mildura,Sep 2003,All Properties,367,160
VIC,Loddon Mallee,Mildura,Dec 2003,All Properties,370,160
VIC,Loddon Mallee,Mildura,Mar 2004,All Properties,436,165
VIC,Loddon Mallee,Mildura,Jun 2004,All Properties,337,165
VIC,Loddon Mallee,Mildura,Sep 2004,All Properties,391,165
VIC,Loddon Mallee,Mildura,Dec 2004,All Properties,401,170
VIC,Loddon Mallee,Mildura,Mar 2005,All Properties,430,170
VIC,Loddon Mallee,Mildura,Jun 2005,All Properties,386,170
VIC,Loddon Mallee,Mildura,Sep 2005,All Properties,416,170
VIC,Loddon Mallee,Mildura,Dec 2005,All Properties,349,175
VIC,Loddon Mallee,Mildura,Mar 2006,All Properties,434,180
VIC,Loddon Mallee,Mildura,Jun 2006,All Properties,395,175
VIC,Loddon Mallee,Mildura,Sep 2006,All Properties,391,185
VIC,Loddon Mallee,Mildura,Dec 2006,All Properties,373,185
VIC,Loddon Mallee,Mildura,Mar 2007,All Properties,418,190
VIC,Loddon Mallee,Mildura,Jun 2007,All Properties,384,190
